airline,dep_airport,arr_airport,aircraft_type,month,day_of_week,dep_hour,weather_severity,wind_speed,visibility,congestion,distance,prev_delay,delay_minutes,is_delayed
F9,MSP,LGA,A320,11,4,7,10,26,6.0,2,955,1,7,0
AS,BOS,LGA,A350,8,0,17,9,41,2.7,6,1560,21,25,1
AA,MSP,LGA,737MAX,11,0,20,10,65,4.3,9,887,89,20,1
WN,DFW,LAX,A319,9,5,6,4,23,3.8,5,2051,13,17,1
DL,EWR,ATL,777,4,4,8,4,55,8.0,1,463,19,11,0
F9,PHX,DTW,A319,11,4,8,8,77,4.6,6,2743,15,22,1
AA,PHX,MCO,737,7,5,19,9,53,9.2,2,2456,26,23,1
UA,LAS,CLT,737,11,0,7,3,53,1.1,8,2598,83,16,1
UA,DEN,BOS,A319,6,6,6,9,71,1.2,4,2178,74,23,1
F9,ORD,MCO,737,3,0,19,1,65,6.8,6,307,28,14,0
F9,JFK,DFW,A321,12,2,9,4,72,8.1,3,470,12,19,1
WN,MCO,PHX,A321,6,2,12,8,41,5.4,3,1349,22,17,1
UA,PHX,MIA,787,4,2,20,3,11,4.9,7,2102,25,10,0
DL,LGA,ATL,E175,4,5,21,1,71,5.9,6,2266,6,10,0
UA,SFO,DFW,A320,9,3,10,5,36,0.5,8,1019,12,17,1
AA,DFW,EWR,E175,1,6,18,6,44,1.4,9,837,24,23,1
AS,JFK,DEN,A320,3,5,21,4,44,1.4,8,1246,46,10,0
DL,ATL,LGA,737MAX,7,5,21,1,40,2.0,9,690,49,22,1
AS,JFK,LAX,A321,12,4,6,1,3,2.3,10,2475,0,10,0
B6,ORD,MIA,737MAX,8,2,8,4,42,5.8,9,1479,28,12,0
F9,ORD,CLT,A319,11,2,8,1,38,9.4,10,2889,29,17,1
WN,DFW,SEA,777,1,6,17,6,43,0.6,6,318,17,16,1
NK,DEN,LGA,777,1,1,9,7,8,8.8,7,1864,32,3,0
DL,SFO,PHX,787,6,1,7,2,37,2.4,1,2711,58,15,0
NK,LGA,DFW,737,11,1,8,2,21,2.4,6,1749,24,11,0
UA,CLT,LAS,A380,7,3,21,10,44,8.2,5,2544,41,16,1
B6,BOS,SFO,A320,10,6,11,3,9,2.2,3,1719,37,0,0
F9,SEA,CLT,A350,4,2,7,7,15,5.8,9,2681,76,21,1
B6,SFO,CLT,A380,7,5,6,6,23,5.4,1,2613,79,9,0
AA,MSP,EWR,A380,9,0,18,4,22,9.9,5,1750,24,12,0
DL,PHX,LGA,A380,12,1,19,8,67,2.0,2,2331,66,21,1
F9,CLT,SFO,737MAX,5,0,22,2,73,5.6,2,474,62,15,0
WN,MCO,PHX,A320,2,6,15,3,52,7.0,6,2904,43,25,1
UA,MSP,EWR,A320,7,3,5,4,48,9.6,3,1933,39,10,0
F9,ATL,LAS,A320,7,3,20,8,54,9.5,5,2067,84,27,1
UA,LGA,LAS,737,11,1,19,5,56,2.2,2,1626,39,13,0
UA,BOS,SFO,A380,2,3,10,5,56,8.0,10,595,44,9,0
B6,DTW,MIA,A380,2,0,22,6,74,3.0,6,1201,44,16,1
UA,LAS,LAX,737,8,2,7,8,18,6.4,1,2207,87,18,1
WN,PHX,MSP,737MAX,12,5,15,9,15,6.1,3,2242,82,16,1
AA,CLT,MIA,737MAX,1,1,5,8,54,4.0,9,344,5,13,0
AA,CLT,LGA,E175,7,6,14,9,17,3.0,4,680,72,18,1
NK,MCO,DFW,A380,8,0,17,10,3,2.8,3,2212,51,22,1
NK,MSP,MCO,A321,2,4,17,10,73,2.3,9,1331,66,33,1
F9,LAS,MIA,A319,5,2,7,10,12,2.3,5,1397,72,14,0
F9,SFO,MIA,E175,7,4,18,3,68,7.7,9,1098,49,25,1
WN,EWR,MSP,E175,2,0,17,7,69,3.8,3,893,74,25,1
UA,MCO,DTW,A380,8,0,8,7,34,8.5,1,1790,6,13,0
AS,DTW,CLT,737MAX,6,2,12,4,41,5.6,7,2893,35,11,0
NK,ATL,MSP,A320,8,2,6,6,60,1.6,10,987,20,18,1
AS,SFO,MIA,777,3,3,20,7,8,9.9,8,1635,67,18,1
B6,SEA,SFO,777,11,0,20,7,43,2.1,10,2208,32,23,1
DL,DFW,ATL,A320,9,2,21,5,47,8.3,4,730,61,7,0
F9,DTW,LAS,777,2,6,19,2,35,2.5,3,1001,46,5,0
B6,MIA,LAX,737,8,4,21,2,61,2.7,9,1405,70,18,1
B6,ATL,MCO,737,8,2,6,5,77,8.7,4,2944,60,22,1
B6,ORD,ATL,737,2,1,21,10,1,9.3,7,606,5,15,0
B6,CLT,MIA,E175,5,0,9,9,65,0.3,4,1762,28,19,1
AS,LAS,JFK,737,2,6,5,1,3,5.2,2,2006,58,11,0
AA,DFW,SFO,E175,2,6,22,8,55,6.3,8,1341,53,22,1
B6,DTW,DEN,737,11,6,14,2,22,6.8,10,1165,57,13,0
AS,JFK,DEN,A319,1,3,22,10,77,8.6,10,2879,87,14,0
UA,ATL,MIA,737,1,5,21,8,46,2.1,6,1250,59,11,0
AS,LGA,MIA,737MAX,10,1,5,7,16,3.3,7,1284,78,7,0
AS,ORD,PHX,737,2,2,22,4,69,1.0,3,1196,20,14,0
B6,SEA,DTW,E175,12,0,8,1,58,8.9,5,2455,78,14,0
DL,LAS,PHX,787,4,5,18,3,1,1.9,1,2832,11,11,0
WN,JFK,CLT,A320,5,1,10,2,5,4.3,7,2882,25,11,0
B6,SFO,CLT,A321,12,2,5,7,63,1.4,5,1890,79,19,1
AS,ORD,CLT,737,3,6,6,9,40,9.2,3,2379,30,16,1
DL,LGA,SFO,A321,9,0,18,6,9,1.7,2,969,20,8,0
DL,MCO,BOS,A380,3,3,20,1,63,4.8,2,1765,1,8,0
NK,DFW,SEA,E175,9,6,5,9,47,2.6,6,340,44,14,0
AA,DTW,DEN,A321,9,1,13,1,16,1.8,8,2038,84,12,0
B6,MSP,BOS,A321,1,1,14,5,44,3.4,9,456,3,15,0
AA,PHX,CLT,787,11,6,9,3,51,5.0,10,453,45,16,1
WN,DTW,ORD,A320,2,0,14,1,32,4.5,8,942,48,8,0
WN,DFW,SEA,737,4,4,5,9,9,0.9,10,786,5,22,1
F9,CLT,SFO,E175,9,5,15,10,77,3.1,10,600,83,24,1
WN,EWR,JFK,E175,8,5,6,5,27,4.4,8,1901,72,4,0
NK,MCO,PHX,737MAX,7,0,20,4,19,7.3,3,1506,11,13,0
AS,CLT,LAX,777,12,4,18,4,21,1.3,4,422,50,16,1
F9,SFO,DTW,A319,3,5,15,7,58,6.9,3,677,68,18,1
NK,ORD,SFO,A319,1,1,12,9,10,7.1,10,771,34,22,1
NK,LAS,MCO,787,10,3,10,2,40,8.3,1,1980,66,10,0
WN,SFO,DFW,E175,10,4,6,5,3,5.9,3,941,11,2,0
AA,BOS,LAX,A380,6,4,15,9,1,5.4,5,1039,9,13,0
WN,BOS,PHX,737MAX,6,1,16,7,19,9.2,7,1452,25,16,1
AS,ATL,PHX,787,6,3,14,10,5,5.6,2,1219,50,21,1
AS,SFO,JFK,E175,11,1,16,10,51,3.9,10,324,74,23,1
NK,LAX,MIA,A350,7,4,11,1,1,2.8,1,2576,83,21,1
AS,MSP,LAS,A319,8,4,16,10,51,9.9,2,1484,46,13,0
B6,SEA,DFW,A319,10,2,22,3,57,7.6,6,2043,64,11,0
AA,SEA,DTW,A320,5,1,17,3,57,5.3,2,1431,27,8,0
DL,PHX,DEN,A319,6,3,6,7,25,8.5,7,1235,59,9,0
B6,DEN,EWR,A380,10,3,17,5,49,8.5,8,2986,6,14,0
F9,ORD,CLT,737,4,4,10,4,10,7.0,5,1544,84,7,0
UA,SFO,MIA,A321,7,2,20,8,79,8.1,10,2647,11,22,1
DL,DEN,DTW,A319,1,3,13,6,53,6.3,3,496,76,9,0
DL,LAS,LGA,A319,10,5,8,1,70,7.1,8,1067,50,1,0
DL,LGA,CLT,A320,6,6,9,6,50,2.2,6,2351,17,16,1
NK,EWR,LAX,A380,4,4,7,5,17,7.5,9,525,77,13,0
WN,MIA,LAS,A321,2,6,14,5,0,1.9,10,2715,87,20,1
NK,DTW,ATL,737,7,5,8,9,67,5.2,2,771,30,20,1
NK,SEA,DTW,787,3,2,6,8,48,7.2,9,1784,14,19,1
AS,EWR,DFW,777,3,5,21,2,48,1.3,5,2147,67,13,0
NK,EWR,CLT,A319,7,3,20,5,78,5.2,5,632,18,15,0
AS,DFW,DEN,787,4,3,17,9,43,1.0,2,641,68,17,1
NK,BOS,LGA,A319,9,4,11,10,9,2.7,3,2739,64,13,0
B6,DTW,MIA,777,1,4,12,3,49,0.4,8,2956,61,21,1
B6,LGA,MSP,E175,4,1,16,6,56,9.0,10,2566,20,20,1
B6,MSP,MCO,737,6,0,5,3,41,5.9,9,851,66,13,0
AA,PHX,ATL,737MAX,7,3,16,5,55,9.7,7,1521,76,22,1
B6,LAX,SEA,E175,6,6,14,4,72,0.4,2,954,61,18,1
WN,DTW,DEN,737,7,1,11,7,35,1.2,4,2321,24,15,0
F9,MIA,DFW,737MAX,3,5,9,10,56,6.8,2,828,29,21,1
F9,LGA,ORD,A380,7,0,5,8,59,8.0,6,1688,75,17,1
B6,JFK,LGA,777,11,2,11,2,45,1.0,2,978,48,15,0
B6,MSP,EWR,787,8,5,6,4,17,1.5,9,2342,72,18,1
WN,EWR,LAX,A321,11,5,20,6,54,0.7,8,2564,0,19,1
NK,EWR,BOS,E175,5,3,22,6,11,5.3,2,885,78,12,0
WN,SFO,BOS,787,3,3,11,2,69,5.0,10,717,43,15,0
NK,LAS,ATL,A320,2,4,22,3,73,1.4,1,1842,12,12,0
NK,DTW,ATL,A380,3,4,14,3,20,4.1,4,451,58,11,0
UA,ORD,DEN,777,9,4,12,3,55,5.2,8,920,67,11,0
AA,ORD,MSP,A321,9,1,17,2,51,2.0,10,2881,54,20,1
UA,ORD,PHX,787,8,4,11,9,56,6.7,8,1269,56,23,1
B6,ORD,DFW,787,8,4,15,5,55,5.6,4,2509,66,25,1
F9,LGA,LAS,777,7,4,6,9,62,5.2,9,2269,79,21,1
AA,PHX,LGA,777,6,4,18,6,1,9.0,4,2087,71,13,0
B6,DTW,JFK,A319,6,1,19,7,17,6.5,5,2128,63,9,0
F9,EWR,JFK,737MAX,6,5,7,2,12,4.8,5,1415,52,11,0
NK,PHX,LAS,E175,11,1,11,5,58,4.0,7,1287,52,18,1
NK,MIA,SFO,A350,4,5,7,4,10,0.5,10,1526,26,18,1
AA,SFO,ATL,737MAX,2,2,8,1,62,1.5,7,580,42,14,0
UA,LAX,PHX,737MAX,10,4,13,2,59,7.9,10,801,84,16,1
AA,MCO,ATL,A319,1,2,14,10,60,7.6,10,2602,25,15,0
UA,CLT,JFK,A350,5,2,19,7,20,8.7,6,2021,61,11,0
UA,ATL,MCO,A350,9,2,12,1,70,2.1,5,499,62,26,1
DL,CLT,MIA,A321,10,1,20,4,36,0.8,7,1748,79,18,1
AS,CLT,ATL,A380,5,0,13,8,76,0.5,3,2140,42,22,1
B6,DEN,LGA,A380,7,1,8,10,45,3.2,9,2208,26,22,1
AA,BOS,LGA,777,4,0,7,10,69,7.8,10,2853,81,25,1
F9,JFK,LAX,A319,1,2,5,4,2,7.2,8,2475,63,12,0
WN,PHX,LAS,A320,1,6,14,8,27,2.4,8,2363,58,13,0
F9,MCO,LAX,E175,11,0,19,3,67,4.6,3,2744,9,17,1
UA,MSP,LAX,737MAX,7,0,14,7,70,2.7,3,2354,48,20,1
NK,DFW,DEN,A350,12,4,5,3,29,1.2,9,641,88,19,1
F9,JFK,ATL,A321,3,5,15,5,52,5.6,4,2639,51,13,0
AA,MSP,LAX,787,5,3,16,7,28,0.6,5,1084,79,22,1
WN,MIA,MCO,A321,1,4,6,1,57,6.9,3,2303,1,12,0
B6,MSP,CLT,787,4,3,11,3,4,7.7,10,2379,73,8,0
UA,DTW,DEN,737,10,0,21,4,17,2.9,9,1352,77,7,0
DL,MCO,DFW,787,2,1,21,3,61,1.9,6,1752,81,11,0
DL,CLT,ATL,737,4,6,18,4,36,1.1,2,2583,4,10,0
WN,ORD,BOS,A321,10,1,7,9,50,1.9,3,2658,86,21,1
AA,LAX,BOS,737MAX,12,6,16,2,76,8.5,10,1429,43,20,1
NK,LAX,ATL,777,7,6,10,7,66,10.0,10,612,23,19,1
B6,ATL,EWR,E175,12,1,21,1,65,2.7,2,896,51,11,0
NK,SEA,LAX,A320,9,6,13,4,24,6.7,8,954,86,10,0
UA,SEA,LGA,737,7,3,13,3,15,8.2,10,823,71,13,0
B6,DTW,DEN,737,6,6,17,7,17,2.2,10,2898,32,12,0
DL,CLT,JFK,737,1,5,6,6,45,9.1,10,957,26,15,0
AA,ATL,MCO,E175,6,5,10,7,11,6.4,6,1886,22,16,1
F9,SFO,MIA,A319,2,0,17,9,9,7.8,9,378,51,20,1
UA,LAX,DFW,A350,6,2,14,6,47,6.4,3,2670,81,13,0
NK,MIA,PHX,A380,5,2,15,4,68,9.7,2,1847,76,15,0
F9,CLT,ORD,787,6,3,15,10,45,8.5,6,1127,41,20,1
AA,LGA,DTW,A350,10,0,6,7,65,6.9,3,1864,66,22,1
F9,JFK,DFW,A380,6,1,22,6,20,8.2,5,582,69,15,0
NK,EWR,DFW,A350,12,4,21,10,2,8.3,2,2649,85,9,0
NK,JFK,SEA,787,5,2,15,9,1,7.1,3,1170,20,18,1
DL,DEN,LAS,A321,5,4,10,2,24,5.2,10,753,40,10,0
UA,DEN,LAS,A380,3,3,20,9,34,5.3,5,2317,21,11,0
NK,PHX,CLT,A350,6,2,9,8,32,1.5,2,511,15,16,1
B6,BOS,SFO,A380,9,5,20,8,49,6.3,2,1850,35,12,0
AA,DEN,DTW,737,9,1,22,2,6,4.3,5,359,54,2,0
DL,LAS,CLT,787,1,0,21,9,57,5.5,4,2505,18,12,0
B6,SFO,LAS,737,2,6,18,7,17,6.0,6,2364,18,15,0
B6,LAX,DEN,E175,10,1,15,1,79,7.0,3,862,15,11,0
F9,EWR,ORD,A321,1,4,22,1,31,2.6,8,1606,19,11,0
B6,ATL,ORD,737,4,5,11,7,0,9.5,2,606,25,8,0
AA,LAS,SFO,737,10,6,14,8,35,1.0,8,2026,24,18,1
AS,MSP,DEN,A350,10,0,7,4,53,6.8,3,1225,52,10,0
WN,ORD,EWR,787,11,6,21,4,18,1.7,5,2810,28,10,0
DL,MCO,DFW,787,6,1,10,10,74,4.8,2,422,7,16,1
B6,LGA,DEN,777,2,6,22,10,8,9.5,3,2016,38,11,0
AS,EWR,LAS,A350,5,3,18,9,34,0.8,10,1981,71,23,1
UA,DTW,MSP,777,11,6,6,6,77,5.7,4,1560,65,23,1
AA,SFO,MCO,777,12,5,21,3,5,2.8,8,528,23,3,0
AS,LAX,MIA,737MAX,11,5,5,9,27,6.2,7,2242,84,15,0
UA,BOS,MCO,E175,2,3,12,6,52,4.2,4,2608,48,15,0
DL,SEA,SFO,737MAX,10,0,9,7,39,2.1,7,2823,77,14,0
AA,SFO,ATL,E175,12,4,7,10,19,1.8,8,1134,86,19,1
NK,SFO,MCO,A320,2,1,13,2,40,1.9,10,1092,77,16,1
NK,MCO,DTW,A320,11,1,8,3,27,6.7,1,1051,9,4,0
UA,ORD,ATL,737MAX,9,1,15,6,5,1.2,8,606,1,23,1
NK,SEA,DEN,777,6,3,5,8,18,5.2,1,1024,32,16,1
AS,SEA,DEN,A380,1,5,12,10,8,1.6,3,1024,70,9,0
AS,LAS,LAX,A350,6,2,20,7,34,7.8,6,1459,53,17,1
B6,SEA,LAX,737,12,6,21,4,79,3.3,1,954,76,25,1
DL,ATL,LAS,A350,1,3,19,10,72,9.5,3,1206,11,22,1
DL,DTW,MSP,787,9,2,8,5,77,7.5,8,2732,55,17,1
WN,ORD,LAS,787,4,6,10,4,51,1.0,6,1800,74,20,1
F9,JFK,SEA,E175,12,6,11,10,72,4.7,7,1698,35,31,1
DL,MCO,SEA,A319,1,3,14,9,22,9.4,9,1656,84,16,1
B6,DEN,DTW,A380,10,2,9,3,46,4.7,6,1803,66,11,0
F9,DTW,JFK,A350,1,1,16,7,63,8.9,2,2367,15,20,1
AA,CLT,SEA,A321,6,5,13,10,30,3.7,7,1212,78,16,1
WN,SFO,CLT,A321,6,1,16,3,53,1.3,5,509,15,12,0
F9,LGA,BOS,A319,8,0,16,6,19,5.6,9,2568,79,20,1
F9,LAS,SFO,777,5,1,6,8,32,0.9,6,2263,33,22,1
DL,SFO,MSP,A350,6,5,18,7,60,4.2,6,1741,43,20,1
UA,BOS,ORD,737,4,1,17,4,62,6.7,10,566,69,19,1
UA,MIA,CLT,737,2,3,9,8,53,7.6,8,2110,66,28,1
UA,MCO,ATL,787,8,1,20,1,11,0.9,7,1177,54,13,0
AA,DTW,DFW,E175,5,4,11,1,70,1.0,10,2358,72,20,1
NK,BOS,DEN,737MAX,7,0,16,7,74,5.2,2,1682,14,18,1
AA,LGA,LAX,737MAX,7,3,15,7,76,9.1,5,1959,18,18,1
B6,LAX,BOS,A380,11,5,11,7,69,5.1,7,2110,67,14,0
DL,ATL,MSP,A380,9,4,11,9,64,5.2,2,391,10,17,1
WN,JFK,DFW,737,2,0,18,7,35,9.6,5,897,24,5,0
DL,DEN,DFW,777,4,5,17,5,25,5.7,4,641,13,10,0
AS,CLT,LAS,A350,8,3,12,3,18,9.4,6,1959,73,4,0
DL,LAS,MSP,A319,11,4,5,10,76,8.0,8,1050,62,12,0
NK,LAS,EWR,737,12,3,15,8,48,5.6,7,2175,63,19,1
UA,LAX,LGA,A321,10,2,10,8,75,3.3,7,2502,57,18,1
AA,ATL,BOS,E175,8,0,19,8,50,3.2,6,552,69,23,1
AS,ORD,LGA,A321,1,3,18,10,75,0.9,10,850,70,23,1
AA,PHX,MIA,E175,10,0,13,2,14,8.0,6,1379,62,6,0
UA,MCO,PHX,777,4,3,14,9,49,4.5,2,893,87,24,1
UA,SFO,ATL,737,10,4,15,2,0,8.1,5,770,20,3,0
F9,DFW,PHX,737,6,3,22,1,23,8.1,5,323,59,3,0
DL,LAX,DTW,737,6,5,5,3,34,3.3,5,1148,57,14,0
AS,SFO,LGA,A320,12,4,15,4,9,8.0,10,725,31,9,0
B6,BOS,LAX,787,1,5,11,4,8,4.2,1,1964,72,13,0
WN,DFW,MIA,777,4,0,13,2,75,1.5,7,2036,5,15,0
NK,CLT,DEN,787,1,2,9,3,36,0.6,10,2561,61,14,0
F9,JFK,ORD,A380,4,3,22,10,23,1.8,5,740,76,22,1
B6,BOS,JFK,A320,10,4,13,9,68,3.1,6,187,40,21,1
NK,SFO,PHX,777,9,2,13,7,33,10.0,1,524,50,8,0
DL,MIA,MCO,A350,4,3,19,10,35,1.4,4,745,79,20,1
AS,EWR,DTW,A319,3,5,14,2,9,0.8,2,576,64,3,0
WN,BOS,MIA,737,2,3,18,2,60,3.5,4,1388,76,19,1
AA,DEN,DTW,737,1,3,20,1,12,5.9,10,1291,60,16,1
NK,MIA,LGA,737MAX,8,4,17,5,69,0.8,1,859,72,22,1
DL,DEN,JFK,A380,4,3,7,6,75,5.3,10,2077,1,14,0
F9,EWR,JFK,A319,5,1,17,8,73,9.1,2,2494,37,17,1
UA,LGA,EWR,A380,4,3,22,2,73,7.5,9,1177,30,9,0
B6,ATL,MCO,787,4,1,19,1,18,7.9,1,2161,62,0,0
B6,LGA,DTW,E175,9,2,11,8,21,8.8,10,980,22,9,0
DL,CLT,MIA,A380,12,4,7,5,31,3.6,8,1126,40,18,1
F9,LAX,SFO,A380,6,1,9,1,73,3.4,3,337,9,23,1
AA,ORD,CLT,E175,2,0,12,10,29,4.9,3,1459,2,11,0
UA,EWR,MSP,A320,4,0,18,9,61,9.1,5,2315,10,19,1
AS,LGA,SEA,A350,4,2,16,6,46,8.2,5,735,83,17,1
WN,DFW,EWR,A380,9,3,16,10,76,5.2,10,2435,82,23,1
WN,LAX,LGA,737,6,4,13,4,14,5.8,1,2499,29,8,0
AS,PHX,CLT,A350,2,0,15,4,2,4.8,4,1312,48,8,0
UA,JFK,PHX,737,2,6,18,7,14,2.2,6,1241,55,17,1
AA,EWR,LGA,777,9,3,6,4,32,9.4,9,2189,56,10,0
AA,SEA,DTW,737,6,4,19,6,2,1.1,4,2045,81,11,0
UA,BOS,MSP,A380,7,6,5,1,4,7.7,9,675,14,6,0
UA,MIA,BOS,787,7,1,6,7,15,2.6,3,1532,37,10,0
WN,JFK,BOS,A321,8,6,17,1,23,1.7,9,187,19,13,0
UA,EWR,PHX,A319,5,6,16,9,10,6.5,2,2025,88,26,1
UA,DTW,LAS,A319,1,0,12,5,18,5.0,6,2781,15,4,0
AA,CLT,MCO,A350,10,6,16,7,14,0.6,2,1606,73,20,1
UA,DTW,SEA,A319,12,6,8,10,64,0.8,1,2693,80,21,1
DL,PHX,LGA,E175,11,5,19,9,26,1.1,4,2924,16,7,0
NK,EWR,BOS,777,5,5,22,7,69,0.3,5,1273,43,20,1
AA,BOS,LGA,787,7,3,9,3,42,2.1,4,400,55,7,0
WN,DFW,CLT,787,9,6,14,8,43,7.9,3,741,89,14,0
AA,MSP,LGA,E175,2,6,22,8,69,5.4,7,2433,56,19,1
B6,MIA,SFO,A320,9,4,7,1,20,7.8,4,1803,34,11,0
AS,PHX,JFK,A319,4,2,5,6,63,5.9,3,406,14,11,0
AS,MIA,DEN,E175,4,1,10,2,50,7.2,5,2033,77,6,0
B6,LGA,PHX,A350,3,2,17,2,28,2.5,4,2677,24,8,0
NK,ORD,CLT,777,2,0,21,10,71,5.7,9,2017,0,22,1
NK,DFW,BOS,A350,5,2,19,6,55,6.5,7,1973,77,16,1
AA,MIA,DEN,A320,7,6,11,4,22,2.9,8,2353,37,12,0
B6,DTW,SFO,E175,11,6,19,6,23,8.6,10,1948,45,16,1
F9,MSP,LGA,E175,1,4,11,9,58,3.6,9,741,88,28,1
F9,CLT,SFO,777,4,1,9,7,62,5.5,1,2211,3,11,0
B6,JFK,EWR,E175,2,5,15,1,35,9.8,10,539,20,4,0
AS,JFK,SFO,737MAX,6,6,9,4,77,4.6,10,624,57,18,1
WN,LAX,SEA,737,10,1,22,5,59,7.7,1,954,32,9,0
UA,JFK,ATL,A350,9,5,21,1,46,5.7,5,2051,5,8,0
AA,JFK,LAX,737,10,1,7,3,59,3.7,2,2475,72,14,0
WN,DTW,MSP,A320,12,3,22,9,49,7.9,2,345,41,11,0
NK,JFK,DTW,A350,11,6,10,6,79,6.6,1,387,87,18,1
AS,MCO,BOS,A380,10,6,16,3,52,1.0,5,1781,79,20,1
NK,DFW,EWR,A320,4,3,21,9,21,6.8,3,2118,36,13,0
AA,PHX,JFK,A319,12,3,15,2,16,7.4,5,2280,8,6,0
B6,LGA,DTW,A350,11,1,14,10,76,1.4,7,2542,29,30,1
AA,PHX,SEA,737MAX,6,1,6,2,74,3.0,1,1065,6,7,0
F9,CLT,LAS,A320,12,4,15,1,5,7.0,9,1885,80,17,1
AS,DEN,EWR,A320,4,2,8,10,54,0.9,7,1413,67,28,1
NK,PHX,EWR,A321,1,4,22,3,43,1.4,8,2160,67,11,0
UA,DFW,CLT,E175,1,3,7,10,55,7.1,1,2638,63,10,0
B6,EWR,JFK,A320,3,2,9,9,32,0.6,10,2181,3,25,1
AA,CLT,ORD,787,7,4,13,4,20,8.4,5,340,37,8,0
F9,LGA,MIA,737,7,3,7,4,60,3.4,1,2681,56,21,1
WN,ATL,SEA,777,1,0,9,9,45,7.1,4,771,73,19,1
AA,PHX,ORD,737,11,1,6,3,12,6.9,1,2595,68,4,0
WN,MSP,SFO,A350,1,4,21,4,3,8.4,1,2468,68,11,0
AS,LAX,JFK,737,4,6,5,8,19,2.4,7,2475,89,21,1
WN,BOS,PHX,A320,1,1,13,3,8,6.7,8,1192,2,8,0
DL,JFK,BOS,A319,2,6,20,3,46,1.7,1,187,63,20,1
WN,SEA,LGA,737MAX,5,0,5,3,19,9.9,10,2056,69,12,0
AA,ATL,DFW,E175,4,2,22,8,63,4.8,5,730,26,29,1
DL,LAS,ORD,787,5,6,5,8,71,0.8,6,2689,18,24,1
WN,LAS,JFK,A321,10,5,8,1,18,4.1,9,2356,72,10,0
B6,SEA,DTW,737,2,4,5,6,40,8.4,2,988,81,20,1
AA,SEA,ORD,787,10,0,9,8,49,5.9,1,2970,17,14,0
NK,CLT,MCO,A319,6,0,11,9,31,4.1,4,2888,15,15,0
WN,DTW,DEN,A350,11,0,17,8,4,1.1,3,2062,32,26,1
WN,MIA,BOS,A321,2,1,11,1,55,3.4,3,1977,66,13,0
NK,SFO,LAS,A380,7,2,14,9,54,2.8,6,1067,80,16,1
AA,LAX,EWR,737,8,2,5,4,76,7.3,9,2214,6,15,0
NK,DEN,ATL,777,1,5,13,9,18,6.5,2,565,15,16,1
F9,PHX,CLT,A350,8,2,22,4,25,9.4,1,1480,4,4,0
B6,JFK,MIA,A321,3,2,11,3,14,5.0,7,1090,74,11,0
F9,JFK,LGA,A321,12,0,7,1,40,4.8,10,1019,35,8,0
AA,PHX,JFK,787,5,4,18,8,67,8.0,3,986,53,21,1
NK,MIA,LAS,777,7,3,18,10,36,1.7,6,2285,60,29,1
B6,MSP,JFK,737MAX,8,5,20,8,37,1.2,1,1506,50,25,1
WN,LGA,SEA,777,9,1,6,5,58,7.3,8,2105,23,25,1
F9,EWR,DEN,A380,8,1,22,2,24,0.7,2,1109,64,12,0
WN,MIA,ATL,777,1,1,18,9,60,6.1,2,2975,79,16,1
NK,CLT,SEA,737,7,2,11,2,31,7.9,3,2104,46,8,0
AS,JFK,DTW,787,5,1,7,10,70,7.6,10,877,69,13,0
F9,DFW,PHX,787,12,6,12,7,45,9.3,5,1068,18,16,1
AA,ORD,SFO,787,6,6,16,1,15,8.1,5,1498,75,14,0
B6,DEN,PHX,737,11,2,11,3,59,4.9,9,330,58,14,0
F9,MSP,DTW,E175,2,6,11,6,75,9.5,9,2159,24,21,1
F9,MSP,DFW,737,6,5,19,3,61,8.4,9,2126,12,16,1
NK,PHX,DTW,A321,2,6,17,9,41,7.1,8,1005,54,17,1
B6,SEA,BOS,E175,11,2,20,8,43,4.2,10,2493,67,29,1
DL,CLT,DFW,777,9,3,10,10,10,1.2,8,1415,30,22,1
B6,ORD,DTW,A319,11,1,19,1,26,8.1,4,1496,34,12,0
AA,EWR,CLT,E175,5,3,7,1,50,7.9,7,632,43,15,0
AA,CLT,MCO,A320,11,5,15,1,6,0.3,9,712,25,21,1
WN,DTW,DFW,A319,3,0,22,8,13,7.3,7,1944,78,10,0
AS,JFK,LAS,A350,6,6,20,7,9,6.6,9,1212,55,16,1
AS,BOS,LAX,E175,4,2,11,8,37,9.0,2,394,70,8,0
AS,LGA,SFO,A321,4,4,11,5,54,2.9,10,1989,36,11,0
AA,MIA,BOS,777,10,4,19,5,26,2.4,4,619,9,13,0
B6,ORD,MIA,737MAX,9,5,16,2,40,9.6,3,1758,67,16,1
AA,MSP,BOS,E175,11,4,21,8,22,3.8,4,1304,1,8,0
F9,LAX,MCO,A321,4,0,17,3,71,4.9,6,1973,20,13,0
F9,BOS,MIA,737MAX,4,2,18,5,60,7.8,7,2230,81,15,0
UA,BOS,MCO,777,3,1,19,10,26,9.7,1,748,63,16,1
B6,MCO,ORD,737,1,3,16,3,69,2.0,5,385,38,15,0
NK,DFW,DEN,A350,11,4,9,9,65,4.9,1,641,16,17,1
UA,LAX,JFK,777,10,1,13,10,78,5.4,10,2475,56,19,1
NK,DTW,MIA,A321,2,3,13,3,69,0.8,4,1057,21,11,0
B6,ATL,EWR,A321,8,4,7,10,59,4.5,1,1119,89,20,1
DL,EWR,MCO,787,9,2,8,10,56,5.1,2,1157,49,8,0
UA,BOS,MSP,787,6,3,6,9,18,1.9,9,2459,17,17,1
NK,LGA,SFO,E175,9,3,17,9,60,0.6,2,692,75,27,1
